	user_id	item	type	unix_time	list_len
10	AZLO7QL9POSPY	B000WG65NI,B000WG65NI,B00DC7O77A,B000ECX0GU,B0053BCP40,0764162225,1495316300,B0053B66KE,1582436320,0439208475,B0056BE0SG,B000069BCW,B001IIWMUO,1433214695,0205738826,1593601115,B001C58T46,1934519006,0738700509,B000O64LJ6,0451225473,058228452X,B0007KTBG2,0786707933,043930346X,0451223187,0786176369,B00CQ7CIMS,1591430593,B00BLS4CZ4,0385349173,B00DC7G2W8,0736919074,0062736345,0451223829,1613823487,1400115051,0470636254,0439208467,B000TU1JN8,0983369534,1938983289,0802411002,B004RY5E6K	Clothing_Shoes_and_Jewelry,Clothing_Shoes_and_Jewelry,Video_Games,Video_Games,Video_Games,Books,Books,Video_Games,Books,Books,Video_Games,Video_Games,Sports_and_Outdoors,Books,Books,Books,Video_Games,Books,Books,Video_Games,Books,Books,Video_Games,Books,Books,Books,Books,Video_Games,Books,Video_Games,Books,Video_Games,Books,Books,Books,Books,Books,Books,Books,Video_Games,Books,Books,Books,Toys_and_Games	1404691200,1404691200,1418860800,1418860800,1418860800,1418860800,1418860800,1418860800,1418860800,1418860800,1418860800,1418860800,1418860800,1418860800,1418860800,1418860800,1418860800,1418860800,1418860800,1418860800,1418860800,1418860800,1418860800,1418860800,1418860800,1418860800,1418860800,1418860800,1418860800,1418860800,1418860800,1418860800,1418860800,1418860800,1418860800,1418860800,1418860800,1418860800,1418860800,1418860800,1418860800,1418860800,1418860800,1418860800	44
11	A18KKGTTQVI2ND	0718013255,094159985X,B000BS0DEY,B00HAMI53K,B004DJ04PU,B009B7M524,B000NNRHUK,B0014VP0F4,B0014VP0F4,B001F0KLX0,B000NRW7CO,B0091CC1OG,B0166QDJZE	Books,Books,Sports_and_Outdoors,Sports_and_Outdoors,Sports_and_Outdoors,Toys_and_Games,Sports_and_Outdoors,Sports_and_Outdoors,Sports_and_Outdoors,Sports_and_Outdoors,Sports_and_Outdoors,Clothing_Shoes_and_Jewelry,Video_Games	1202860800,1409097600,1409097600,1409097600,1409097600,1409097600,1409097600,1409097600,1409097600,1409097600,1409097600,1428019200,1476921600	13
12	A1F5GOL4PU8SBO	B006H59MSS,B00OJD84CA,B0100PE7IU,B001A01FD0,B0145RLFGQ,B019H5II8Y,B00UO4NL9Y,B00UOCHL7E,B01GFKOG30,B00LGBMWAI,B00ZHJGYXG	Clothing_Shoes_and_Jewelry,Clothing_Shoes_and_Jewelry,Books,Video_Games,Clothing_Shoes_and_Jewelry,Video_Games,Video_Games,Sports_and_Outdoors,Toys_and_Games,Toys_and_Games,Toys_and_Games	1419638400,1480118400,1480118400,1480118400,1480118400,1480118400,1480118400,1483401600,1486080000,1486080000,1486080000	11
13	A2486PE18S2L55	B002LSS6HI,B0017Q0SIU,B013LNE3F0,B00OKWXNJO,B00O2IXGKW,B00V338F9G,B0017Q0SIU,1416298118,B0056RJTDG,B00ZM0KPA8,B00PS35342,B00K23HWN8,B00437WYPU,B00I84G5BS,B01BFCXVAC,B0049UXD7O,B00TQ4QKIM,B001GFFRP6,1416243623,B00CTSJZFC,B00CLVQNT8,B00I1BDFA2,B00IAO7WPO,B0093H9D5E,B00GJLYNQQ,B018AHB8O6,0985067365	Sports_and_Outdoors,Clothing_Shoes_and_Jewelry,Clothing_Shoes_and_Jewelry,Clothing_Shoes_and_Jewelry,Sports_and_Outdoors,Sports_and_Outdoors,Clothing_Shoes_and_Jewelry,Books,Clothing_Shoes_and_Jewelry,Clothing_Shoes_and_Jewelry,Sports_and_Outdoors,Video_Games,Sports_and_Outdoors,Clothing_Shoes_and_Jewelry,Sports_and_Outdoors,Sports_and_Outdoors,Sports_and_Outdoors,Sports_and_Outdoors,Books,Sports_and_Outdoors,Sports_and_Outdoors,Sports_and_Outdoors,Sports_and_Outdoors,Sports_and_Outdoors,Sports_and_Outdoors,Clothing_Shoes_and_Jewelry,Toys_and_Games	1305676800,1448409600,1448409600,1448409600,1448409600,1448409600,1448409600,1448409600,1452124800,1452124800,1452988800,1452988800,1478390400,1478390400,1478390400,1484611200,1484611200,1484611200,1484611200,1484611200,1484611200,1484611200,1484611200,1504051200,1504051200,1504051200,1524096000	27
14	ALL5NEYBK36PH	B000FGVYOA,075669308X,0962959138,0061928232,0943452309,B000ANHLVI,B009IKE8YM,0316174483,B000HDC3QE,1596430087,0963930737,1400155940,0761512764,1596431857,0156300001,0618152385,0545399823,0140302689,B00000IURU,B00M6EVRK0,0531159361,0399216197,079450583X,B00KBYB1JO,B00JTW95QA,0971412901,0307103366,B000XUGW4K,B00004TDLD,B0037Z8DEK,B00IUPOM56,B002N4QAMS,B00EP09G38,B000XUGW4K,0395109191,B013NN55HS,B00IY0HQ6E,B0017RQYDC,0545690315,B00696367S,0590436147,B0017RQYDC,B003BLQIQK,B00BU3ZLJQ,0140309578,0061577766,1629722316,B009GLH0F2,0967124646,1621573451,B0128U8ZGA	Clothing_Shoes_and_Jewelry,Books,Books,Books,Books,Sports_and_Outdoors,Clothing_Shoes_and_Jewelry,Books,Toys_and_Games,Books,Books,Books,Books,Books,Books,Books,Books,Books,Sports_and_Outdoors,Books,Books,Books,Books,Sports_and_Outdoors,Clothing_Shoes_and_Jewelry,Books,Books,Toys_and_Games,Toys_and_Games,Toys_and_Games,Clothing_Shoes_and_Jewelry,Sports_and_Outdoors,Clothing_Shoes_and_Jewelry,Toys_and_Games,Books,Sports_and_Outdoors,Toys_and_Games,Toys_and_Games,Books,Toys_and_Games,Books,Toys_and_Games,Toys_and_Games,Video_Games,Books,Books,Books,Clothing_Shoes_and_Jewelry,Books,Books,Toys_and_Games	1338940800,1347926400,1355702400,1360281600,1360281600,1360281600,1383177600,1383177600,1387411200,1387411200,1387411200,1387411200,1387411200,1387411200,1387411200,1387411200,1387411200,1387411200,1387411200,1387411200,1390089600,1390089600,1422748800,1422748800,1446163200,1446163200,1446163200,1446163200,1446163200,1446163200,1446163200,1446163200,1446163200,1446163200,1446163200,1448409600,1451260800,1451260800,1451260800,1451260800,1451260800,1451260800,1451260800,1465776000,1465776000,1465776000,1475280000,1480896000,1480896000,1485993600,1485993600	51
15	AAS0FA2D472L5	B00XIUXIOY,B012D1M0TC,B00YIOWY2G,B00ZLN32UG,B01EN7Q02C,B00HZ5ZO4K,B00434FED2,0439995442,B00XP0W83O,B006KYYP06,B0191BHFYM	Clothing_Shoes_and_Jewelry,Video_Games,Sports_and_Outdoors,Clothing_Shoes_and_Jewelry,Toys_and_Games,Clothing_Shoes_and_Jewelry,Video_Games,Books,Books,Video_Games,Clothing_Shoes_and_Jewelry	1447113600,1469059200,1482192000,1496361600,1503619200,1503619200,1504137600,1504742400,1504742400,1507334400,1515024000	11
16	A15W0O1OPBJNTJ	0933849605,B006THJIAG,B01D9T0A1C,B00D3PNZB0,B00OMCRDU2,B00BV1OQF2,B00WW7P4K0,B01GK4MDPO,B01DE293A8,B019EGANDO,B016APUFG2,B016APUVBG,1328683788	Books,Clothing_Shoes_and_Jewelry,Video_Games,Sports_and_Outdoors,Toys_and_Games,Toys_and_Games,Sports_and_Outdoors,Sports_and_Outdoors,Clothing_Shoes_and_Jewelry,Toys_and_Games,Toys_and_Games,Toys_and_Games,Books	1446595200,1483315200,1483315200,1483315200,1483315200,1483315200,1483315200,1483315200,1483315200,1483315200,1483315200,1483315200,1483315200	13
17	ANM9LSZS7C67V	B0086TZHRI,0073406791,B00CDIDKVS,B00HF5DALE,B00JAM05YU,B00H96AICS,B0045MBFVW,B000YT1VVO,B00K12SXZQ,B000YT1VVO,B004EBJKXY,B009VZR2CE,B00KT1F8PC,B00EVVWTSU,B00PVN1DC0,B00FPQQDMI,B00OQUGCKC,B00QRCMP1M,B00QHR6WH0,B0198WQZQI,B00IGQWGPW,B012A6PM5Y,B01FN6EZ5G,B01FXPQDO8,B01C95BR4G,B00QRCLB12,B00QNDQKC0,B013GVLAWG,1504026160,B01BFAZ36O,B00E3QM2GM,B01FN7T9YC,1944713077,0544716183,1609807154,1462511473,B01F6R5X4Y,0143128094,1628726504,B014EEWEA6,0030565073,1119166225,B018J7VS4W,B00S9XAHD0,B00S9X9RAO,B005Z38UKE,B01H7UGOKA,B01H7VR0MK,B01GP2Z4IE,B00U6TCI2S,B01H5PT9OU,B0059RIL5K,B00EKDW006,B001688N2M,B001688N2M,B01G3CRIKS,B004KIN7D0,B00RQLGZNC,B01FLG9YJU,1683307569,B01G3CQTH6,B0179937Q8,0871407132,B01HEGKLGA,B005MWHNO2,B01CXXXPQM,B014FD8DOC,B015PFUKZE,B018GI8RY8,B00MF6Y66G,B0094AZJ94,B000NIWGBA,B000UVCZM0,B011QQE1HE,1602865264,0306921464,B01684LOZQ,B0022G3NIQ,B00SPHYQXM,B00U5TFBTG,B014IWDOYO,B00E8MD45O	Clothing_Shoes_and_Jewelry,Books,Clothing_Shoes_and_Jewelry,Clothing_Shoes_and_Jewelry,Clothing_Shoes_and_Jewelry,Clothing_Shoes_and_Jewelry,Sports_and_Outdoors,Clothing_Shoes_and_Jewelry,Clothing_Shoes_and_Jewelry,Clothing_Shoes_and_Jewelry,Sports_and_Outdoors,Clothing_Shoes_and_Jewelry,Clothing_Shoes_and_Jewelry,Sports_and_Outdoors,Clothing_Shoes_and_Jewelry,Sports_and_Outdoors,Sports_and_Outdoors,Clothing_Shoes_and_Jewelry,Clothing_Shoes_and_Jewelry,Clothing_Shoes_and_Jewelry,Clothing_Shoes_and_Jewelry,Clothing_Shoes_and_Jewelry,Clothing_Shoes_and_Jewelry,Clothing_Shoes_and_Jewelry,Clothing_Shoes_and_Jewelry,Clothing_Shoes_and_Jewelry,Clothing_Shoes_and_Jewelry,Clothing_Shoes_and_Jewelry,Books,Sports_and_Outdoors,Clothing_Shoes_and_Jewelry,Clothing_Shoes_and_Jewelry,Books,Books,Books,Books,Sports_and_Outdoors,Books,Books,Video_Games,Books,Books,Sports_and_Outdoors,Clothing_Shoes_and_Jewelry,Clothing_Shoes_and_Jewelry,Sports_and_Outdoors,Clothing_Shoes_and_Jewelry,Sports_and_Outdoors,Clothing_Shoes_and_Jewelry,Sports_and_Outdoors,Clothing_Shoes_and_Jewelry,Clothing_Shoes_and_Jewelry,Sports_and_Outdoors,Sports_and_Outdoors,Sports_and_Outdoors,Clothing_Shoes_and_Jewelry,Clothing_Shoes_and_Jewelry,Toys_and_Games,Sports_and_Outdoors,Books,Clothing_Shoes_and_Jewelry,Clothing_Shoes_and_Jewelry,Books,Clothing_Shoes_and_Jewelry,Clothing_Shoes_and_Jewelry,Sports_and_Outdoors,Clothing_Shoes_and_Jewelry,Sports_and_Outdoors,Sports_and_Outdoors,Clothing_Shoes_and_Jewelry,Sports_and_Outdoors,Sports_and_Outdoors,Toys_and_Games,Clothing_Shoes_and_Jewelry,Books,Books,Clothing_Shoes_and_Jewelry,Clothing_Shoes_and_Jewelry,Sports_and_Outdoors,Clothing_Shoes_and_Jewelry,Sports_and_Outdoors,Clothing_Shoes_and_Jewelry	1359590400,1392422400,1392422400,1420070400,1423612800,1423785600,1425340800,1430784000,1430784000,1430784000,1430784000,1430784000,1432598400,1439337600,1448409600,1478822400,1479168000,1480377600,1480377600,1480636800,1480809600,1480896000,1480896000,1480896000,1480982400,1480982400,1480982400,1481068800,1481241600,1481241600,1481241600,1481414400,1481587200,1481587200,1482796800,1482796800,1483488000,1487376000,1487635200,1488672000,1489363200,1490659200,1490918400,1492300800,1492300800,1492905600,1494115200,1494115200,1494201600,1494806400,1494806400,1496188800,1496707200,1497312000,1497312000,1497312000,1497398400,1497484800,1499212800,1500422400,1501545600,1502668800,1504742400,1505260800,1512172800,1513900800,1513900800,1516320000,1516320000,1516665600,1516665600,1517184000,1517702400,1517702400,1519171200,1520553600,1521331200,1523318400,1523750400,1523750400,1524700800,1525046400	82
18	A3JB5VHQ0OZ6P3	B00W30SA7U,B00SDK3EH0,B00SAS4FGO,B000K7CPDS,B016J08NT4,B000ME5U1S,B00TPC9636,B00UNPQD4E,B000UYCQHQ,B00RPPYG94,B00W2GQ03G,B00UCI2S8M,B00K79EQJU,B010O0SYTE,B0126NJFQI,B00PC5FLO8,B00VU4J13W,1507504306,B00WIIPQEC,0310445574,1540666972,B010N2SGTQ	Sports_and_Outdoors,Toys_and_Games,Clothing_Shoes_and_Jewelry,Clothing_Shoes_and_Jewelry,Clothing_Shoes_and_Jewelry,Clothing_Shoes_and_Jewelry,Clothing_Shoes_and_Jewelry,Toys_and_Games,Clothing_Shoes_and_Jewelry,Clothing_Shoes_and_Jewelry,Clothing_Shoes_and_Jewelry,Clothing_Shoes_and_Jewelry,Sports_and_Outdoors,Clothing_Shoes_and_Jewelry,Clothing_Shoes_and_Jewelry,Clothing_Shoes_and_Jewelry,Video_Games,Books,Toys_and_Games,Books,Books,Clothing_Shoes_and_Jewelry	1466380800,1466380800,1469145600,1469145600,1469145600,1469145600,1469145600,1469145600,1469145600,1469145600,1469145600,1469145600,1469577600,1473379200,1473379200,1478822400,1499904000,1499904000,1499904000,1499904000,1499904000,1530835200	22
19	A1H4Q908C5SEAG	B00JNXL59K,B00000JIVS,0810989581,1419708988,0486443604,B013GBYXEI,B001DXTD4M,0062355783,B0057YK9GY,B015FW0CMI,B0170QOUC0,B01BUWW3GA,0744017599,B004O2GUPE,B00GBQ5MQY,B018JYN9ME	Toys_and_Games,Toys_and_Games,Books,Books,Books,Toys_and_Games,Clothing_Shoes_and_Jewelry,Books,Sports_and_Outdoors,Sports_and_Outdoors,Video_Games,Sports_and_Outdoors,Books,Clothing_Shoes_and_Jewelry,Clothing_Shoes_and_Jewelry,Video_Games	1407974400,1407974400,1442016000,1442016000,1442016000,1442016000,1450483200,1450483200,1459641600,1459641600,1469404800,1483142400,1483142400,1483142400,1503705600,1523145600	16
20	A1WLFH0PLYFAC3	1463746539,B0050QQQ2K,0470169990,B00NG5UM7C,B007KLBYWU,B008D1OGW6,B000Q9S1FQ,B003CSP8KE,B0094X2066,B006IVFCLC,B0012F5PRA,B0012F2I4I	Books,Toys_and_Games,Books,Clothing_Shoes_and_Jewelry,Clothing_Shoes_and_Jewelry,Clothing_Shoes_and_Jewelry,Sports_and_Outdoors,Sports_and_Outdoors,Video_Games,Clothing_Shoes_and_Jewelry,Clothing_Shoes_and_Jewelry,Clothing_Shoes_and_Jewelry	1330300800,1331596800,1355356800,1355356800,1355356800,1355356800,1355356800,1355356800,1356220800,1454544000,1525910400,1525910400	12
